temperature,vibration,current,pressure,rpm,load,operating_hours,failure
51.95,1.2,8.55,6.49,1772,65.35,3983,0
30.97,1.66,24.67,5.27,1628,42.04,5541,0
56.19,2.28,26.24,5.43,1700,67.13,749,0
46.53,0.22,16.6,9.2,1714,64.55,7550,0
44.12,0.18,31.66,7.59,1451,99.44,2113,0
52.51,2.12,13.02,6.21,1519,73.41,298,0
41.0,2.32,10.25,6.23,1700,93.05,7422,1
62.34,1.97,18.7,6.52,1581,50.7,4191,0
32.3,1.15,28.45,6.38,1737,38.22,539,0
72.91,1.94,13.39,8.18,1539,90.44,4258,1
32.75,1.1,21.71,6.9,1526,82.62,5563,0
42.42,1.06,26.82,7.39,1678,40.03,1950,0
54.42,0.11,30.12,7.54,1726,48.91,320,0
42.57,1.36,22.33,6.93,1456,88.76,2252,0
53.25,1.59,18.0,7.79,1633,85.98,2379,0
65.02,1.07,11.32,5.81,1525,45.61,6343,0
57.43,1.74,10.65,9.53,1797,54.31,7324,0
32.84,1.64,23.79,5.72,1475,47.25,908,0
41.09,1.88,8.07,9.84,1476,69.93,7512,0
71.43,0.21,13.7,5.34,1591,43.04,5003,0
67.52,1.03,23.89,6.09,1731,79.45,4671,0
59.69,0.92,20.9,8.78,1591,73.32,6443,0
48.03,2.19,15.71,6.31,1644,74.4,1090,0
67.69,1.88,14.52,8.55,1682,92.16,7384,1
70.99,2.18,14.75,6.93,1690,42.94,6789,1
47.34,1.53,13.4,5.51,1566,79.57,8263,0
38.44,2.21,28.86,6.23,1513,65.13,1202,0
33.56,0.57,34.1,6.53,1545,84.85,3032,0
35.78,1.34,19.99,9.78,1641,76.66,4471,0
41.45,1.7,22.31,8.15,1681,76.62,8354,0
64.07,1.13,20.07,6.13,1714,90.92,5714,0
60.59,0.41,19.55,5.67,1580,48.55,3258,0
35.23,1.94,18.89,8.55,1776,87.01,8715,1
43.63,1.8,10.65,7.84,1574,55.76,8909,0
68.82,0.77,9.17,8.18,1716,84.49,4964,0
64.84,2.25,19.59,8.66,1654,40.15,1203,0
70.92,0.63,25.07,9.08,1793,51.25,5482,0
58.52,0.44,27.53,5.31,1526,53.37,8488,1
49.9,1.1,33.45,8.79,1735,61.47,4261,0
43.84,0.88,10.56,5.8,1459,59.93,8286,0
71.61,0.29,20.01,8.09,1553,45.74,7392,0
73.26,1.31,18.35,6.38,1556,80.42,1160,0
61.01,0.61,16.0,8.14,1667,96.28,2452,0
56.07,1.79,25.06,5.62,1605,51.07,3508,0
40.5,0.31,13.2,7.79,1741,95.74,5864,0
52.1,0.76,13.47,7.01,1794,82.99,8298,0
53.2,0.81,11.12,5.9,1535,67.18,2394,0
43.16,0.28,15.55,8.73,1623,56.11,5271,0
52.76,2.33,29.97,5.88,1640,97.92,5071,1
73.81,1.92,27.91,8.47,1679,91.35,4371,1
44.73,2.34,16.48,8.37,1759,47.82,4918,0
67.03,0.13,22.14,6.24,1462,59.43,6905,0
37.98,0.89,34.21,5.24,1753,52.91,7502,0
56.86,0.3,29.31,7.24,1560,53.06,4781,0
71.13,1.64,29.86,7.61,1660,42.06,1630,1
37.42,1.72,28.45,9.76,1698,59.6,1724,0
30.29,1.31,16.83,8.13,1718,59.43,7518,0
48.28,0.21,12.35,7.17,1663,78.07,1574,0
32.05,0.88,26.12,5.51,1777,79.73,6944,0
32.05,1.19,33.36,5.01,1531,67.7,5073,0
35.51,2.44,19.21,7.09,1516,90.97,7130,1
30.21,1.15,19.41,8.99,1762,69.82,5658,0
62.95,1.55,19.64,7.9,1795,83.1,4062,1
37.6,2.18,9.37,8.0,1474,83.27,3643,0
58.06,0.31,9.81,6.0,1522,91.04,5138,0
44.31,2.18,14.68,6.54,1588,63.54,2947,0
53.7,2.46,23.01,8.21,1516,90.52,5062,0
34.03,1.3,20.14,9.72,1616,42.81,7530,0
38.78,1.87,10.93,6.66,1706,53.83,5070,0
30.92,0.4,8.38,6.56,1457,63.23,4838,0
40.51,2.28,32.97,9.22,1648,95.33,1474,1
31.51,0.93,9.38,5.61,1748,66.91,3039,0
45.92,2.08,27.02,8.62,1493,99.21,7884,1
71.61,2.07,14.25,8.6,1568,89.94,6543,1
70.47,0.55,9.35,7.5,1697,73.81,2953,0
64.12,1.38,26.29,7.23,1466,44.53,2360,1
52.27,2.27,16.49,5.28,1732,62.92,7727,0
36.07,1.29,16.48,5.05,1576,43.54,164,0
60.09,0.31,33.25,9.81,1458,95.96,2959,1
30.79,1.12,30.79,9.14,1687,73.71,1957,0
57.41,0.29,18.67,8.04,1611,38.54,6241,0
36.87,1.05,14.73,7.9,1790,64.83,535,0
74.67,0.28,22.33,5.71,1718,50.54,5491,0
45.93,0.39,30.79,7.67,1704,36.08,8227,0
65.49,0.65,34.66,5.54,1516,98.09,6942,1
66.35,0.67,20.71,5.65,1472,63.28,1442,0
45.37,0.43,23.93,8.91,1484,93.89,8389,0
34.46,0.79,30.5,8.47,1612,88.9,973,0
33.48,0.34,32.2,5.12,1746,69.12,6785,0
50.28,0.95,26.86,6.02,1664,90.45,6313,0
58.88,2.11,29.58,7.46,1618,96.78,6241,1
71.66,1.78,25.71,7.08,1675,62.64,6295,1
65.43,0.67,10.81,6.2,1609,56.74,3522,0
44.05,0.31,24.01,6.74,1452,49.57,6380,0
33.7,2.15,16.17,5.55,1778,71.48,1409,0
50.85,1.9,21.9,9.51,1785,70.13,7484,0
61.06,1.61,21.89,7.3,1499,74.88,4076,0
41.35,1.71,20.43,6.37,1603,60.04,2261,0
30.31,1.66,16.22,8.46,1597,57.71,6070,0
36.32,0.65,13.77,9.98,1775,77.96,3063,0
32.52,0.26,23.79,8.22,1628,97.21,7027,0
68.45,1.68,10.3,5.06,1475,52.54,3091,0
39.77,1.97,19.45,8.27,1511,38.53,3891,0
56.59,2.37,8.35,9.04,1699,38.72,4032,0
50.97,2.11,15.48,8.48,1494,61.49,6066,0
47.26,0.38,9.26,7.3,1516,98.17,3967,0
35.69,0.79,13.97,8.27,1546,57.1,4415,0
36.89,0.67,34.14,7.79,1574,68.36,3126,0
42.84,1.8,12.56,7.27,1488,57.94,5827,0
48.96,1.92,9.79,7.08,1642,65.17,2617,0
64.89,2.24,29.4,8.82,1700,75.08,7689,1
46.74,1.59,10.37,8.61,1519,84.43,4067,0
48.0,2.37,17.6,9.44,1575,51.8,2871,0
38.66,0.47,12.83,6.78,1800,74.91,2570,0
36.12,2.47,16.13,8.08,1659,40.82,1885,0
71.7,2.28,9.48,5.4,1790,42.01,4617,0
63.17,1.11,10.61,9.48,1699,66.5,7328,0
69.82,2.22,17.44,6.2,1749,68.09,6131,0
31.27,0.89,18.67,5.61,1771,53.68,7907,0
48.11,0.8,31.87,6.03,1572,62.23,8958,0
65.83,0.37,10.66,8.3,1584,83.27,2471,0
74.92,1.52,8.85,5.08,1569,46.98,5700,0
64.96,1.66,26.59,9.93,1474,35.11,6850,1
57.27,1.18,32.99,8.12,1662,99.31,100,0
72.06,1.41,31.6,5.83,1786,63.94,5235,1
60.48,1.78,33.42,6.16,1786,48.33,4673,1
45.93,2.06,22.12,7.09,1715,40.26,3430,0
70.96,1.01,31.14,7.75,1620,60.16,3468,0
34.7,2.2,23.98,6.92,1723,65.48,6058,0
52.66,2.37,24.67,8.45,1567,72.16,8830,1
73.86,0.59,10.82,9.04,1754,44.32,5927,0
30.91,2.34,32.05,7.89,1627,68.17,2049,0
35.62,1.15,14.58,6.91,1766,64.82,8338,0
37.85,1.72,19.24,6.85,1619,63.95,815,0
58.65,1.27,22.99,7.13,1603,49.51,3326,0
56.68,0.2,9.39,5.94,1500,66.22,2919,0
57.98,0.41,26.37,9.8,1743,58.13,5241,0
70.7,2.49,13.17,8.22,1744,63.12,1733,0
46.84,2.27,20.04,9.4,1790,69.69,3778,0
59.03,2.18,26.84,9.98,1591,81.63,2190,1
56.95,0.23,18.46,8.6,1498,40.52,8095,0
67.81,0.5,33.55,9.87,1740,44.88,2972,0
45.87,1.11,28.15,9.28,1468,64.92,4665,0
48.1,0.42,33.99,7.77,1691,54.92,2200,0
31.92,1.63,30.43,7.06,1639,56.6,4373,0
62.32,0.34,29.33,6.75,1756,90.92,4451,1
47.95,0.45,13.5,8.92,1529,40.55,5884,0
30.03,1.06,26.62,7.18,1472,97.63,3669,0
72.84,2.03,12.8,6.63,1498,35.58,8784,1
39.56,1.68,25.35,8.17,1463,39.16,2792,0
44.67,1.5,31.86,6.12,1681,61.95,6395,0
66.34,2.32,18.08,5.73,1591,42.49,5280,0
47.55,0.85,22.47,5.85,1744,37.1,6144,0
61.99,1.23,23.04,8.55,1701,80.1,3631,0
73.64,2.38,10.99,8.61,1517,53.97,1334,0
58.55,2.11,29.74,9.97,1737,95.34,963,1
42.79,1.75,30.66,5.92,1665,88.3,1222,1
31.56,1.69,14.42,7.37,1498,94.52,8256,1
31.07,2.09,9.29,8.17,1688,44.61,7922,0
30.22,1.53,27.38,5.57,1536,64.7,5423,0
69.23,2.33,20.7,9.42,1778,59.43,941,0
54.56,2.38,31.05,5.9,1601,49.52,358,0
73.83,2.11,21.32,6.22,1762,91.18,7339,1
63.75,1.22,25.68,8.42,1587,36.69,8449,1
67.08,2.21,12.15,8.82,1635,38.07,6653,1
73.43,2.42,8.43,6.12,1724,70.33,707,0
39.7,1.46,23.67,7.17,1625,84.62,8843,1
40.56,1.73,21.04,6.23,1537,76.54,1576,0
68.46,2.05,31.85,6.79,1701,46.5,910,1
55.64,0.99,21.54,6.2,1618,86.08,7781,0
67.32,2.3,19.93,7.59,1732,94.28,6748,1
57.69,0.66,19.2,6.25,1559,80.83,1284,0
73.2,2.44,24.02,6.99,1637,85.11,3664,1
43.73,0.95,23.61,9.23,1519,94.1,7834,0
70.16,1.22,8.56,5.52,1478,96.69,3822,0
54.36,0.63,14.2,9.03,1665,63.45,3987,0
57.02,1.71,20.75,8.48,1635,90.54,4674,0
42.49,1.68,25.34,6.58,1717,51.06,1162,0
45.11,2.06,27.65,6.0,1700,58.51,5052,0
45.1,1.76,16.14,6.73,1590,83.23,1189,0
37.51,0.26,25.59,5.34,1747,94.75,8004,1
72.07,1.65,8.79,7.15,1747,42.87,6108,0
73.85,1.67,29.98,8.92,1461,47.44,1859,1
43.63,1.77,29.87,6.31,1653,76.44,5509,0
63.83,2.28,15.98,8.62,1549,75.29,911,0
70.79,1.92,31.38,6.13,1500,63.96,1025,1
71.33,1.24,13.8,5.35,1576,79.66,5839,0
67.68,1.34,22.85,7.2,1657,82.32,1437,1
73.49,1.32,32.33,6.6,1546,92.77,5467,1
58.41,1.14,12.82,6.61,1477,47.99,5134,0
42.93,0.36,19.65,6.02,1664,56.44,6883,0
41.64,0.75,22.37,5.19,1505,47.55,2567,0
33.11,2.09,10.28,6.74,1665,82.53,6890,1
64.15,2.13,20.77,7.02,1529,94.57,2039,1
30.65,2.12,32.55,7.48,1792,75.53,6113,0
42.85,2.27,31.51,8.42,1460,77.3,808,0
61.55,0.53,26.84,7.43,1756,46.03,7827,1
65.25,1.76,24.19,8.08,1748,65.66,5520,1
73.73,2.08,9.53,6.09,1774,99.43,7495,1
34.64,1.3,32.14,8.42,1666,62.37,6804,1
40.87,0.79,30.46,7.93,1697,61.05,5094,0
68.47,1.17,30.23,8.67,1673,36.88,4620,0
34.87,2.24,27.84,6.99,1797,37.2,373,0
39.66,0.55,33.18,6.33,1655,46.73,174,0
61.38,2.35,12.74,5.36,1658,93.77,5562,1
57.26,0.63,30.92,7.45,1647,92.4,3861,0
46.91,1.15,19.94,6.59,1459,61.09,6461,0
43.1,0.86,32.13,8.31,1503,40.39,1518,0
42.77,2.33,8.74,5.91,1602,92.47,3249,0
41.61,0.32,25.44,6.28,1493,37.32,2200,0
43.34,0.94,10.93,5.68,1621,35.42,8817,0
44.5,1.89,19.32,7.69,1493,71.09,1293,0
33.86,0.19,28.45,9.15,1544,84.82,2153,0
69.43,1.47,22.1,5.5,1777,80.39,7610,1
32.25,1.9,30.38,7.62,1580,67.22,7799,1
66.76,2.39,11.39,6.63,1753,45.12,3232,0
47.81,1.81,23.8,7.7,1538,43.23,549,0
36.69,0.38,19.86,6.93,1606,38.45,6666,0
51.3,2.21,23.93,6.06,1772,51.15,3496,0
73.63,1.2,9.77,9.74,1477,96.55,1018,0
73.87,1.45,30.15,7.44,1537,61.18,4546,1
65.81,0.41,26.17,7.32,1725,92.67,1160,1
44.18,0.38,12.34,7.38,1459,78.81,3760,0
72.9,1.07,10.47,8.27,1642,36.14,8724,0
50.0,1.67,8.08,8.82,1597,59.99,786,0
38.78,0.68,33.81,5.06,1785,35.23,3509,0
39.22,0.9,11.93,8.02,1555,55.83,3773,0
49.87,0.55,21.04,5.42,1731,43.14,5142,0
71.77,1.2,10.3,9.99,1554,60.22,5286,0
73.2,0.35,13.7,8.41,1488,59.11,7837,0
34.25,0.83,25.35,6.08,1611,72.95,5311,0
46.5,1.78,17.73,8.06,1671,84.53,3179,0
69.9,0.37,25.21,8.26,1724,76.86,4491,0
49.37,0.47,29.65,8.43,1483,95.99,7991,1
49.93,0.77,11.43,8.89,1754,37.57,4647,0
32.24,1.39,13.01,9.57,1669,41.91,8263,0
55.11,0.82,14.05,9.4,1561,93.58,8263,0
62.18,0.59,18.32,7.1,1663,47.76,5611,0
33.37,2.33,34.82,7.62,1464,98.62,4395,1
32.77,1.04,16.83,8.18,1730,35.1,1136,0
34.12,0.43,16.79,7.55,1642,99.8,4710,0
34.79,0.1,22.99,8.35,1463,71.94,6156,0
68.68,2.11,16.17,7.7,1624,94.65,4703,1
70.41,0.84,11.39,7.24,1594,60.12,2559,0
66.82,2.31,33.33,9.01,1778,84.13,4786,1
59.57,1.52,16.99,8.43,1721,99.86,6813,1
74.57,2.06,25.29,6.13,1740,48.35,4498,1
38.83,1.38,31.99,6.89,1497,68.8,7947,1
63.29,1.76,30.22,9.09,1469,86.51,5825,1
44.65,0.38,14.8,6.32,1537,91.53,837,0
59.99,0.52,29.0,8.53,1601,78.31,3491,0
68.82,1.16,15.41,7.23,1596,62.72,144,0
30.3,0.21,27.62,5.3,1552,41.32,4545,0
55.47,0.15,13.12,6.65,1485,87.86,7221,0
60.32,0.93,25.46,9.43,1627,96.5,6318,1
55.49,0.97,30.61,6.18,1708,48.77,3721,0
44.76,2.11,16.52,8.29,1464,44.44,1039,0
43.29,1.54,28.25,8.91,1771,54.34,3380,0
65.27,0.81,24.92,5.49,1799,90.89,5284,1
43.31,1.55,11.15,7.86,1730,61.22,1588,0
36.67,1.79,28.23,8.49,1738,99.2,2368,1
73.8,1.5,33.2,7.01,1724,65.67,6968,1
53.92,1.97,21.89,8.98,1793,68.24,1343,0
40.32,1.33,23.68,9.37,1523,99.48,3379,0
47.32,1.38,25.65,8.94,1625,41.68,8915,1
55.06,0.13,29.9,9.08,1613,65.39,8787,0
60.02,0.6,8.71,5.74,1458,64.8,8533,0
73.53,2.37,23.72,5.98,1504,51.95,5922,0
64.38,1.7,31.96,7.6,1733,71.3,6685,1
56.7,2.21,24.77,6.48,1476,49.64,8813,1
42.58,2.47,14.97,5.3,1513,84.29,5187,0
44.91,2.13,20.0,5.01,1622,56.96,3076,0
52.78,0.13,30.08,9.13,1798,53.17,5354,0
34.14,1.22,13.42,7.65,1711,41.66,4225,0
35.24,0.2,20.98,5.97,1459,84.34,8562,0
36.19,2.04,19.63,5.45,1690,85.56,4525,0
59.55,0.95,13.39,6.4,1700,90.67,927,0
66.32,2.21,22.84,5.58,1587,66.3,5012,0
67.51,2.11,34.31,5.97,1531,40.65,141,1
40.11,2.09,11.75,7.97,1515,84.43,6613,1
59.77,0.21,25.19,6.5,1781,95.71,4304,1
54.7,2.06,10.88,6.96,1774,50.23,8211,0
48.43,2.4,22.32,6.41,1559,37.09,1226,0
31.66,0.74,21.9,5.69,1598,57.5,7006,0
61.07,0.43,31.15,5.9,1762,74.86,2144,0
37.41,2.03,22.22,5.42,1602,64.82,3692,0
46.04,0.31,15.96,5.78,1509,73.11,4405,0
39.61,0.69,11.95,6.72,1766,95.45,1410,0
51.23,2.18,8.97,7.98,1716,94.96,110,0
71.96,1.28,29.97,9.11,1736,93.04,3250,1
68.26,2.21,23.31,5.44,1710,98.73,6125,1
40.1,0.51,11.44,6.71,1640,93.96,516,0
34.44,1.57,23.13,6.33,1557,81.41,5620,0
55.79,1.56,22.87,5.54,1494,81.92,6452,0
50.0,1.72,34.01,9.89,1515,36.43,1776,0
51.12,2.49,10.44,6.04,1719,45.59,2333,0
34.61,0.37,25.87,9.26,1463,73.33,3686,0
36.82,1.72,34.39,9.06,1699,76.84,3234,0
69.33,1.33,29.96,6.93,1692,62.31,3526,1
41.31,0.61,16.41,5.29,1788,95.12,8113,0
74.3,2.47,22.93,6.62,1715,84.23,1821,1
32.08,2.25,22.12,5.78,1650,68.57,6792,0
43.81,0.72,34.18,6.78,1467,85.78,2246,0
54.31,1.97,22.94,7.55,1474,73.4,5971,0
37.32,0.35,10.81,8.15,1688,42.65,2862,0
57.26,1.68,19.58,9.62,1643,43.78,3811,0
39.38,1.46,20.31,7.26,1734,84.15,4570,0
58.64,1.04,23.29,5.62,1787,42.52,2312,0
72.3,0.51,13.25,8.32,1568,82.02,2817,0
46.53,1.35,33.53,5.23,1469,46.38,6012,0
46.62,0.72,32.76,5.13,1619,85.79,2561,0
75.0,1.85,16.33,5.41,1652,70.65,3106,0
49.93,1.44,34.53,7.73,1742,98.66,5154,1
61.94,1.06,24.75,6.74,1661,97.27,6405,1
32.65,1.41,24.36,9.29,1456,49.47,3916,0
47.82,1.24,17.96,9.45,1491,88.95,8883,0
62.79,0.38,26.71,9.75,1608,43.79,553,0
67.62,1.45,20.49,7.09,1536,96.74,7638,1
37.3,0.7,19.58,9.34,1484,76.67,4735,0
45.31,0.16,31.36,7.87,1758,45.56,8697,0
41.17,0.58,21.22,6.49,1711,95.15,1469,0
48.48,2.07,18.27,6.29,1614,92.54,1705,0
53.72,0.33,32.4,7.58,1453,55.78,2990,0
71.89,1.01,8.93,7.02,1792,99.86,1823,0
56.17,0.76,11.07,5.22,1680,45.13,7127,0
58.06,0.43,26.27,5.69,1508,81.96,2904,0
54.42,1.74,8.35,7.68,1666,57.5,6176,0
42.72,1.35,11.02,9.5,1561,69.71,945,0
31.25,2.27,22.88,8.8,1743,40.62,8982,0
63.52,0.99,13.99,8.03,1682,56.91,8404,0
60.24,2.45,8.69,6.26,1523,62.59,4349,0
57.36,1.07,10.9,7.81,1734,76.44,1638,0
71.44,2.18,26.68,7.81,1659,90.43,8889,1
32.49,2.33,19.69,9.11,1525,76.91,879,0
69.37,1.88,17.54,9.31,1742,93.15,2683,1
73.38,0.76,29.77,7.38,1714,54.56,639,0
73.1,1.12,13.35,7.14,1611,83.43,491,0
46.85,1.85,9.46,9.73,1600,68.67,2343,0
40.33,1.52,29.76,7.63,1469,81.16,6517,1
52.56,2.45,19.69,9.22,1546,91.39,5583,0
63.18,0.69,32.77,6.01,1546,86.77,7852,1
41.09,1.21,20.7,9.51,1668,55.16,4484,0
34.77,0.15,34.15,9.17,1595,42.32,6590,0
48.79,1.99,18.32,8.86,1534,62.04,7282,0
51.94,1.77,27.88,6.56,1684,40.45,1206,0
64.19,2.49,15.96,6.65,1731,71.98,3825,0
56.33,2.32,25.08,6.04,1566,38.31,3973,0
65.01,1.86,31.54,8.21,1712,37.84,8283,1
52.03,0.32,22.77,8.85,1722,99.76,4295,0
45.12,1.06,21.26,9.55,1671,37.09,5579,0
58.34,1.08,22.08,9.27,1710,92.2,4212,0
31.24,1.32,34.06,7.95,1557,71.18,3905,0
56.77,2.08,9.03,6.44,1662,61.37,3184,0
37.38,1.07,29.04,8.9,1753,90.03,2339,0
35.31,1.39,8.31,7.91,1451,85.76,3841,0
63.3,2.32,28.0,6.36,1630,91.56,8435,1
57.82,1.52,13.63,7.88,1720,77.65,2632,0
56.76,1.13,32.88,6.47,1600,89.67,4673,0
33.18,0.27,9.33,7.37,1685,84.1,3204,0
51.97,2.46,14.73,8.34,1459,35.98,760,0
64.29,1.15,10.18,6.47,1675,50.57,5848,0
31.88,0.72,13.16,8.86,1487,87.01,5735,0
62.6,0.45,34.97,9.83,1758,75.38,1942,0
74.63,2.47,11.87,8.93,1486,81.81,6762,1
60.58,2.27,18.97,8.89,1760,79.31,4572,0
58.3,0.6,19.72,9.57,1549,91.48,129,0
66.29,1.68,21.58,5.56,1558,98.35,3623,1
37.38,1.81,12.89,6.6,1751,73.6,7106,0
34.37,0.41,13.86,5.47,1699,73.73,6596,0
35.79,0.17,15.2,9.08,1645,94.61,2423,0
52.51,0.12,31.32,6.8,1611,63.26,5718,0
58.24,1.04,26.04,5.53,1762,43.47,4738,0
62.07,1.08,22.14,7.06,1681,60.86,5949,0
42.76,0.32,27.47,8.78,1482,89.68,7947,1
57.84,0.1,14.46,9.24,1762,95.79,3923,0
49.83,1.84,30.14,9.17,1633,62.33,3019,0
62.6,0.77,12.89,7.15,1793,81.39,2992,0
55.73,0.96,25.79,6.15,1728,53.47,3081,0
64.99,0.48,27.07,7.97,1798,40.21,3344,0
55.25,0.79,10.39,6.24,1791,72.6,7385,0
30.02,0.31,15.2,6.59,1761,52.63,1238,0
54.7,1.76,33.63,7.69,1454,57.78,7254,1
67.72,1.67,33.53,5.0,1720,60.22,292,1
51.16,1.02,27.24,7.53,1607,67.59,8602,0
71.3,1.42,26.98,5.82,1462,59.76,580,1
41.47,2.44,21.48,7.2,1556,94.62,3441,0
44.05,0.32,14.43,8.99,1549,72.08,723,0
36.6,1.72,11.76,9.17,1510,38.8,485,0
30.07,0.89,25.34,5.12,1682,75.86,2885,0
53.64,0.55,24.09,8.24,1474,38.78,8833,0
68.61,1.61,24.96,7.59,1735,82.36,4751,1
60.02,2.01,33.36,7.38,1793,42.55,3468,1
32.92,0.73,27.45,9.81,1480,51.31,3935,0
68.61,2.21,32.57,7.65,1590,46.53,4614,1
58.26,0.94,27.02,7.65,1497,36.85,2791,0
39.79,0.43,25.38,6.44,1677,66.72,7131,0
63.72,0.56,16.43,7.66,1576,46.93,4404,0
70.34,0.86,23.23,7.47,1467,69.46,4440,0
47.79,1.54,22.9,5.02,1487,58.32,1021,0
43.43,0.9,22.71,8.59,1702,87.27,1837,0
66.71,0.51,19.34,7.84,1585,63.29,1933,0
64.54,1.65,22.53,7.23,1733,56.75,7557,1
68.18,2.12,30.78,8.53,1599,42.1,7267,1
63.27,0.81,29.55,8.59,1789,70.11,3766,0
73.86,0.71,20.64,8.97,1508,87.62,1477,0
33.11,0.46,15.11,5.05,1744,98.1,5106,0
47.31,0.38,19.72,6.23,1571,52.13,394,0
38.71,1.29,23.44,7.69,1698,42.15,6801,0
36.13,2.28,18.79,8.14,1509,77.29,3027,0
65.72,0.25,13.9,8.89,1736,73.7,7972,0
71.64,1.91,16.41,5.33,1563,44.72,4267,0
74.98,1.76,15.51,9.07,1743,96.69,4503,1
37.43,0.26,15.74,6.34,1564,41.24,3517,0
55.98,0.88,14.08,9.8,1500,49.15,2438,0
36.52,2.05,33.87,5.2,1640,76.38,4279,0
33.78,1.21,28.53,7.78,1474,74.23,758,0
40.68,0.89,25.39,5.96,1651,40.46,4348,0
52.51,2.22,19.0,5.28,1742,61.51,210,0
63.64,1.63,10.72,9.47,1700,47.94,4493,0
40.14,1.27,11.17,8.42,1482,55.72,5395,0
53.52,1.01,11.47,9.23,1645,75.96,8420,0
30.49,2.07,33.82,8.03,1494,73.83,4223,0
61.16,2.12,19.75,8.38,1452,76.94,1284,0
67.58,0.21,16.74,7.05,1588,70.17,4975,0
71.91,1.45,34.05,6.39,1461,47.68,5166,1
72.72,0.59,24.59,6.4,1592,37.4,4912,0
72.47,0.32,24.01,8.97,1766,93.08,3134,1
58.73,1.15,16.24,6.83,1579,75.02,3966,0
49.65,1.4,29.36,6.6,1718,45.04,2756,0
47.49,2.06,9.91,6.1,1622,35.26,905,0
60.44,1.14,14.33,5.73,1569,69.42,5403,0
50.52,1.26,12.82,7.88,1483,76.64,5204,0
31.88,1.23,20.42,6.77,1452,50.75,8254,0
52.21,0.79,34.72,9.18,1794,62.63,1022,0
59.72,1.44,12.13,5.41,1660,73.27,1543,0
71.58,1.33,21.97,9.51,1573,45.43,5944,0
52.89,2.13,34.37,8.29,1464,53.79,7159,1
45.27,1.03,28.61,7.51,1635,95.81,5760,0
69.86,1.78,30.91,6.13,1512,37.3,2468,1
52.62,2.33,21.74,5.17,1461,71.25,3177,0
40.31,1.89,26.72,8.29,1783,88.36,3556,1
60.88,1.98,21.75,6.91,1774,46.33,1070,0
70.59,0.57,18.41,9.94,1786,77.88,3462,0
32.0,2.09,14.21,9.97,1738,42.52,4877,0
35.53,1.38,24.39,9.55,1537,80.57,5393,0
42.66,2.19,11.57,7.74,1596,81.4,2728,0
34.35,0.83,33.52,5.35,1468,47.39,2996,0
40.86,1.65,20.03,5.07,1627,61.56,3752,0
32.45,1.88,31.06,7.54,1647,63.15,402,0
67.92,2.4,12.95,7.82,1501,52.9,8537,1
46.66,0.16,13.37,7.45,1793,43.87,1485,0
35.53,0.12,32.4,7.0,1701,62.92,150,0
36.06,0.74,18.54,7.58,1491,79.93,6512,0
67.86,1.69,27.27,9.36,1711,99.67,7246,1
63.32,0.41,21.13,5.9,1665,36.96,4612,0
48.81,1.48,18.97,5.23,1744,75.7,6150,0
69.72,1.5,24.98,9.86,1615,75.42,8940,1
65.09,2.44,14.68,8.83,1724,44.2,8918,1
57.02,2.25,31.25,5.83,1529,45.36,4188,0
46.03,2.13,22.74,6.14,1764,43.86,4339,0
70.09,2.23,34.64,5.93,1483,63.08,6611,1
45.59,1.53,11.76,9.42,1541,65.16,8953,0
37.18,0.29,12.47,8.36,1469,73.65,310,0
53.55,2.44,29.15,7.24,1738,80.49,5485,0
60.03,2.44,23.89,9.33,1686,79.26,2487,0
44.14,2.45,33.52,6.67,1785,61.86,2408,0
74.75,2.33,14.07,7.31,1534,40.19,424,0
37.55,1.85,25.62,6.15,1614,64.47,5990,0
48.09,2.07,11.92,6.97,1707,75.92,8438,0
44.06,0.15,25.18,6.05,1547,81.37,4883,0
71.3,0.81,33.99,8.43,1513,58.09,7338,1
57.83,1.44,31.07,7.21,1566,78.47,1693,0
41.45,2.13,18.96,5.11,1588,37.24,8447,0
58.2,0.46,32.5,5.62,1605,89.45,5059,1
34.63,1.75,34.18,8.49,1457,38.66,8005,1
49.66,2.08,26.49,9.64,1670,93.97,5569,1
55.17,1.06,20.76,7.14,1773,94.39,5990,0
44.41,0.47,22.83,8.96,1794,42.46,4089,0
33.46,1.69,18.12,9.21,1525,69.36,8235,0
40.98,1.71,20.14,7.28,1506,57.61,5844,0
48.21,0.72,27.59,6.47,1714,59.23,3670,0
64.1,0.34,17.92,6.09,1628,35.62,4786,0
34.96,2.44,12.47,8.31,1529,82.06,1335,0
46.29,1.39,26.88,7.32,1718,97.21,3764,1
63.07,1.85,18.8,7.14,1453,94.43,8710,1
68.87,1.97,20.37,7.58,1538,90.35,8087,1
70.8,1.2,19.61,7.0,1455,39.39,1358,0
34.79,0.88,13.62,6.24,1451,43.12,3977,0
54.85,1.08,12.57,6.72,1660,94.51,261,0
36.51,1.68,10.48,9.63,1584,74.07,6378,0
59.35,0.8,10.23,6.17,1504,70.03,6124,0
70.95,1.08,8.53,9.33,1709,43.39,5379,0
65.53,1.75,34.08,7.23,1700,44.47,1705,1
45.63,2.04,32.49,6.61,1488,40.76,4505,0
54.08,2.16,11.45,7.42,1778,68.42,1457,0
44.17,1.14,19.61,9.78,1659,81.07,2959,0
52.48,1.43,27.92,8.85,1781,77.62,2992,0
66.81,2.44,10.06,9.05,1529,52.01,1309,0
33.75,1.15,17.08,8.52,1734,57.36,914,0
73.77,0.18,29.61,5.17,1779,43.84,8252,1
